title,season,schedule,placeName,placeLink,duration,classification/image,image,placeTitle,address,price,placeSeats,Valor do show (80%)
4 Amigos - Gravação do Especial Fila de Piadas,Estreia dia 6 de Maio (sábado). até 7 de Maio,"Sábado, às 21h e às 23h59; Domingo, às 17h e às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Vibra São Paulo",https://www.sampaingressos.com.br/local/Vibra%20S%C3%A3o%20Paulo__1000131,1h com possibilidade de estender por mais tempo.,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123603.jpg,Vibra São Paulo (7000 lugares),"Avenida das Nações Unidas, 17955 - Vila Almeida","R$ 50,00",7000,"R$ 280.000,00"
Escola da Comédia Show,Sessão única hoje (quinta),"Quinta, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Clube Barbixas de Comédia",https://www.sampaingressos.com.br/local/Clube%20Barbixas%20de%20Com%C3%A9dia__2925,"<img width=""18"" src=""/templates/images/18anos.svg"" class=""img_classificacao"">18 anos",https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123928.jpg,Clube Barbixas de Comédia (280 lugares),"R. Augusta, 1129 - Consolação","R$ 25,00",280,"R$ 5.600,00"
Nando Viana - Como faz para ficar aqui?,até 26 de Maio,"Sextas, às 22h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Morumbi Shopping",https://www.sampaingressos.com.br/local/Teatro%20Morumbi%20Shopping__1892,70 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_122755.jpg,Teatro Morumbi Shopping (250 lugares),"Av. Roque Petroni Júnior, 1089 - Piso G1 do Shopping - Morumbi","R$ 35,00",250,"R$ 7.000,00"
Comédia ao Vivo,até 27 de Maio,"Sextas e Sábados, às 23h59","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Renaissance",https://www.sampaingressos.com.br/local/Teatro%20Renaissance__47,80 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_82977.jpg,Teatro Renaissance (440 lugares),"Alameda Santos, 2233 - Cerqueira César","R$ 49,00",440,"R$ 17.248,00"
Diogo Portugal Stand-up Comedy,até 29 de Abril,"Sábados, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,80 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_115070.jpg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 31,90",500,"R$ 12.760,00"
Fábio Rabin - Muita Treta,até 27 de Maio,"Sábados, às 22h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Opus Frei Caneca",https://www.sampaingressos.com.br/local/Teatro%20Opus%20Frei%20Caneca__60,90 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_114720.jpg,Teatro Opus Frei Caneca,"Rua Frei Caneca, 569 - Shopping Frei Caneca, 7° andar - Bela Vista","R$ 59,00",600,"R$ 28.320,00"
Oscar Filho em Alto-Biografia Não Autorizada,até 27 de Maio,"Sábados, às 21h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Morumbi Shopping",https://www.sampaingressos.com.br/local/Teatro%20Morumbi%20Shopping__1892,60 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_115720.jpg,Teatro Morumbi Shopping (250 lugares),"Av. Roque Petroni Júnior, 1089 - Piso G1 do Shopping - Morumbi","R$ 29,90",250,"R$ 5.980,00"
Afonso Padilha Stand-up Comedy,até 29 de Junho,"Quintas, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,80 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_115187.jpg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 49,90",500,"R$ 19.960,00"
Bruno Motta e convidados - Zoando a semana,até 28 de Junho,"Quartas, às 21h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,"<img width=""18"" src=""/templates/images/14anos.svg"" class=""img_classificacao"">14 anos",https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_120142.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 9,90",100,"R$ 792,00"
Date Ruim - Stand-up Comedy,até 29 de Junho,"Quintas, às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,70 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_120678.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Gato Mau - Santiago Mello,até 27 de Abril,"Quintas, às 21h35 (exceto 20/04)","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_122422.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Thiago Ventura em Modo Efetivo - Parte 2,até 25 de Maio,"Quintas, às 21h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Opus Frei Caneca",https://www.sampaingressos.com.br/local/Teatro%20Opus%20Frei%20Caneca__60,80 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_121585.jpg,Teatro Opus Frei Caneca,"Rua Frei Caneca, 569 - Shopping Frei Caneca, 7° andar - Bela Vista","R$ 40,00",600,"R$ 19.200,00"
Risadas Pretas Importam,Dia 28 de Abril (sexta),"Sexta, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,90 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123734.jpeg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 60,00",500,"R$ 24.000,00"
Murilo Couto - Ideias Soltas,Estreia dia 12 de Maio (sexta). até 26 de Maio,"Sextas, às 23h59.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Opus Frei Caneca",https://www.sampaingressos.com.br/local/Teatro%20Opus%20Frei%20Caneca__60,70 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123956.jpg,Teatro Opus Frei Caneca,"Rua Frei Caneca, 569 - Shopping Frei Caneca, 7° andar - Bela Vista","R$ 40,00",600,"R$ 19.200,00"
Véspera de Feriado - Festivalzão - Standup Comedy,Dia 30 de Abril (domingo),"Domingo, às 23h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124089.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Maurício Meirelles: Meus Achismos,até 27 de Maio,"Sábados, às 22h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro das Artes",https://www.sampaingressos.com.br/local/Teatro%20das%20Artes__63,90 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,,Teatro das Artes (769 lugares),"Avenida Rebouças, 3970 (Shopping Eldorado) - Pinheiros","R$ 72,00",769,"R$ 44.294,40"
Rodrigo Marques,até 21 de Maio,"Domingos, às 20h30.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Opus Frei Caneca",https://www.sampaingressos.com.br/local/Teatro%20Opus%20Frei%20Caneca__60,70 minutos.,https://www.sampaingressos.com.br/templates/images/livre.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123043.jpg,Teatro Opus Frei Caneca,"Rua Frei Caneca, 569 - Shopping Frei Caneca, 7° andar - Bela Vista","R$ 40,00",600,"R$ 19.200,00"
Bruna Louise,até 26 de Maio,"Sextas, às 22h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Opus Frei Caneca",https://www.sampaingressos.com.br/local/Teatro%20Opus%20Frei%20Caneca__60,70 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_117711.jpg,Teatro Opus Frei Caneca,"Rua Frei Caneca, 569 - Shopping Frei Caneca, 7° andar - Bela Vista","R$ 59,00",600,"R$ 28.320,00"
4 Amigos,até 25 de Maio,"Quintas, às 20h30 (exceto 20/04, 27/04 e 04/05)","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Santo Agostinho",https://www.sampaingressos.com.br/local/Teatro%20Santo%20Agostinho__59,70 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_113128.jpg,Teatro Santo Agostinho (680 lugares),"Rua Apeninos, 118 (próx. estação Vergueiro do Metrô) - Liberdade","R$ 55,00",680,"R$ 29.920,00"
Bixiga Comedy apresenta: 33 Risos Festival,até 25 de Novembro,"Sábados, às 23h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,"<img width=""18"" src=""/templates/images/14anos.svg"" class=""img_classificacao"">14 anos",https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_118036.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Wagner Rodrigues - Desventuras de um quarentão,até 28 de Julho,"Sextas, às 21h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Ruth Escobar - Sala Miriam Muniz",https://www.sampaingressos.com.br/local/Teatro%20Ruth%20Escobar%20-%20Sala%20Miriam%20Muniz__62,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_118557.jpg,Teatro Ruth Escobar (99 lugares),"Rua dos Ingleses, 209 - Bela Vista","R$ 15,00",99,"R$ 1.188,00"
Matheus Ceará em Vocês Pedem Eu Conto,até 10 de Maio,"Quartas, às 21h (no dia 26/04 será às 22h)","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,80 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_119186.jpg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 35,00",500,"R$ 14.000,00"
Comédia Classe A,até 29 de Abril,"Sábados, às 23h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Beverly Comedy",https://www.sampaingressos.com.br/local/Beverly%20Comedy__2150,70 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_122814.jpg,Beverly Comedy,"Av. Jurucê, 1001 - Moema","R$ 19,90",140,"R$ 2.228,80"
Mais que um show,Dia 9 de Maio (terça),"Terça, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,90 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_122855.jpg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 70,00",500,"R$ 28.000,00"
Gui Preto - Deixa eu  te contar um negócio,Dia 28 de Abril (sexta),"Sexta, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123812.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Nando Viana em São Caetano do Sul,Dia 29 de Abril (sábado),"Sábado, às 21h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Santos Dumont",https://www.sampaingressos.com.br/local/Teatro%20Santos%20Dumont__181,70 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123810.jpg,Teatro Santos Dumont,"Avenida Goiás, 1111 - Santo Antônio","R$ 35,00",388,"R$ 10.864,00"
Niny Magalhães em Osasco - Uma Mãe Vida Loka,Dia 30 de Abril (domingo),"Domingo, às 19h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,70 minutos,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124053.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 30,00",125,"R$ 3.000,00"
Marco Luque: Dilatados,até 18 de Maio,"Quintas (20/04 e 18/05), às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro das Artes",https://www.sampaingressos.com.br/local/Teatro%20das%20Artes__63,"<img width=""18"" src=""/templates/images/14anos.svg"" class=""img_classificacao"">14 anos",https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_118843.jpg,Teatro das Artes (769 lugares),"Avenida Rebouças, 3970 (Shopping Eldorado) - Pinheiros","R$ 50,00",769,"R$ 30.760,00"
Noite de Comédia Secreta,até 30 de Junho,"Sextas, às 22h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">My F... Comedy Club",https://www.sampaingressos.com.br/local/My%20F...%20Comedy%20Club__1000040,70 minutos.,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_120456.jpg,My F... Comedy Club (90 lugares),"Alameda Santos, 1518 - Jardim Paulista","R$ 19,90",90,"R$ 1.432,80"
Sábado do Standup Comedy,Dia 29 de Abril (sábado),"Sábado, às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Acústico Comedy",https://www.sampaingressos.com.br/local/Ac%C3%BAstico%20Comedy__2749,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123187.jpg,Acústico Comedy (50 lugares),"Rua da Consolação, 2518 - Consolação","R$ 15,00",50,"R$ 600,00"
Stand Up na Zona Norte/SP - TriMais Places + Risoterapia Comedy,até 27 de Maio,"Sábados, às 20h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Places - Shopping TriMais Places - Piso 1",https://www.sampaingressos.com.br/local/Teatro%20Places%20-%20Shopping%20TriMais%20Places%20-%20Piso%201__1000112,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123349.jpg,Teatro Places - Shopping TriMais Places - Piso 1 (150 lugares),"Av. Tucuruvi, 220 - Tucuruvi","R$ 18,00",150,"R$ 2.160,00"
Feliz Sexta - Stand-up Comedy,até 30 de Junho,"Sextas, às 23h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123455.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Murilo Moraes - Stand-up Comedy,até 30 de Abril,"Domingos (exceto 09/04), às 19h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123452.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Terceira Opção,até 27 de Abril,"Quintas, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Acústico Comedy",https://www.sampaingressos.com.br/local/Ac%C3%BAstico%20Comedy__2749,90 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123475.jpg,Acústico Comedy (50 lugares),"Rua da Consolação, 2518 - Consolação","R$ 20,00",50,"R$ 800,00"
Festival do Riso  - Standup Comedy,até 30 de Abril,"Domingos (16/04) e (30/04), às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123476.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 15,00",100,"R$ 1.200,00"
Entra no Clima,Dia 29 de Abril (sábado),"Sábado, às 22h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Acústico Comedy",https://www.sampaingressos.com.br/local/Ac%C3%BAstico%20Comedy__2749,90 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123580.jpg,Acústico Comedy (50 lugares),"Rua da Consolação, 2518 - Consolação","R$ 20,00",50,"R$ 800,00"
Yuri Marçal - Gravação Especial,Dia 2 de Junho (sexta),às 20h.,"<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Bradesco",https://www.sampaingressos.com.br/local/Teatro%20Bradesco__213,90 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123635.png,Teatro Bradesco (1457 lugares),"Rua Palestra Itália, nº 500 - 3º Piso do Shopping Bourbon - Perdizes","R$ 60,00",1457,"R$ 69.936,00"
Noite da Comédia,até 27 de Maio,"Sábados, às 19h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123783.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
Murilo Couto em Ideias Soltas,Dia 27 de Maio (sábado),"Sábado, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Caritas",https://www.sampaingressos.com.br/local/Teatro%20Caritas__1170,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123792.jpg,Teatro Caritas (504 lugares),"Rua Pedro Paulino dos Santos, 157 - São Mateus","R$ 45,00",504,"R$ 18.144,00"
"Um Banquinho Pra 3 - Marco Luque, Marlei Cevada e Cris Pereira",Dia 10 de Maio (quarta),"Quarta, às 20h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro das Artes",https://www.sampaingressos.com.br/local/Teatro%20das%20Artes__63,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123799.jpg,Teatro das Artes (769 lugares),"Avenida Rebouças, 3970 (Shopping Eldorado) - Pinheiros","R$ 50,00",769,"R$ 30.760,00"
Cacau Protásio,Estreia dia 1 de Julho (sábado). até 2 de Julho,"Sábado, às 20h e domingo, às 19h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Gazeta",https://www.sampaingressos.com.br/local/Teatro%20Gazeta__28,60 minutos,https://www.sampaingressos.com.br/templates/images/12anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123821.jpg,Teatro Gazeta (700 lugares),"Avenida Paulista, 900 - Térreo (Próximo da estação Trianon-Masp do Metrô) - Cerqueira César","R$ 35,00",700,"R$ 19.600,00"
Marcelo Marrom - A Estranha Mania de Ser Feliz,Dia 6 de Maio (sábado),"Sábado, às 21h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Fernando Torres",https://www.sampaingressos.com.br/local/Teatro%20Fernando%20Torres__923,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123832.jpg,Teatro Fernando Torres (685 lugares),"Rua Padre Estevão Pernet, 588 - Tatuapé","R$ 35,00",685,"R$ 19.180,00"
Noite Nordestina,Estreia dia 6 de Maio (sábado). até 27 de Maio,"Sábados, às 23h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Santo Agostinho",https://www.sampaingressos.com.br/local/Teatro%20Santo%20Agostinho__59,90 minutos,https://www.sampaingressos.com.br/templates/images/livre.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_123937.png,Teatro Santo Agostinho (680 lugares),"Rua Apeninos, 118 (próx. estação Vergueiro do Metrô) - Liberdade","R$ 50,00",680,"R$ 27.200,00"
"Noite de comédia - Thiago, Kelvin, Ariano e Dênio",Dia 29 de Abril (sábado),"Abertura da casa às 19h, Show time às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,60 minutos.,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124052.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 12,00",125,"R$ 1.200,00"
Foca Nelas em Jandira - Direto da Praça é nossa,Dia 30 de Abril (domingo),"Domingo, às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Gastro Comedy Jandira",https://www.sampaingressos.com.br/local/Gastro%20Comedy%20Jandira__1000120,70 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124061.jpg,Gastro Comedy Jandira,"Estrada Fernando Nobre, 858 - Jandira","R$ 15,00",200,"R$ 2.400,00"
Dinho machado em Osasco - Comédia com Pagode (Um ano de O Z Comedy),Dia 4 de Maio (quinta),"Quinta, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,60 minutos,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124117.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 80,00",125,"R$ 8.000,00"
Na Pegada da Comédia - Especial Personagens em Poá,Dia 28 de Maio (domingo),"Domingo, às 19h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Municipal de Poá - Turíbio Ruiz",https://www.sampaingressos.com.br/local/Teatro%20Municipal%20de%20Po%C3%A1%20-%20Tur%C3%ADbio%20Ruiz__1000144,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124037.jpeg,Teatro Municipal de Poá - Turíbio Ruiz,"Avenida Antônio Massa, 331 - Centro Poá","R$ 20,00",500,"R$ 8.000,00"
Rodrigo Marques em Mogi das Cruzes,Dia 5 de Maio (sexta),"Sexta, às 20h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Theatro Vasques",https://www.sampaingressos.com.br/local/Theatro%20Vasques__2165,70 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,,Theatro Vasques,"R. Dr. Corrêa, 515 - Centro","R$ 50,00",300,"R$ 12.000,00"
Renato Albani no Teatro Renaissance,até 30 de Abril,"Domingos (09/04, 16/04, 23/04 e 30/04), às 20h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Teatro Renaissance",https://www.sampaingressos.com.br/local/Teatro%20Renaissance__47,60 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_114653.jpg,Teatro Renaissance (440 lugares),"Alameda Santos, 2233 - Cerqueira César","R$ 80,00",440,"R$ 28.160,00"
